Pool_ID,Site,Lat,Long,Length,Width,Area,Avg_Depth,Volume,Avg_Lip,Temperature,DissOx,Chlorophyll,Turbidity,PCT_EmgVeg,PCT_SAV,Bottom_Type,Densiometer,Fish_Visible,Physid_Snail,Pleurocerid_Snail,Viviparid_Snail,Planorbid_Snail,Other_Snail,Asian_Clam,Fingernail_or_Pea_Clam,Leech,Worm,Flatworm,Nematode,Bloodworm,MosquitoLarvae,Other_Dipteran,Water_Scavenger_Beetle,Predacious_Diving_Beetle,Crawling_Water_Beetle,Whirligig_Beetle,Riffle_Beetle,Other_Beetle,Water_Boatman,Backswimmer,Water_Bug,Water_Strider,Skimmer_Dragonfly,Darner_Dragonfly,Caddisfly,Stonefly,Damselfly,Small_Squaregill_Mayfly,Small_Minnow_Mayfly,Other_Mayfly,Water_Mite,Spiders,Aquatic_Sow_Bug,Sideswimmer,Crayfish,Tadpoles,Fish
WS-03,WS,3853126.417,288251.6778,42,27.2,3587.136,6.625,23764.776,30.8,22.7,5.28,0.062,1.212,0,0,SAND,10,1,0,0,0,0,0,0,0,0,0,0,0,124,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-04,WS,3853128.247,288254.1259,96,63,18990.72,48.125,913928.4,25.125,24.2,5.38,0.0145,0.97,0,0,SAND,5,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,176,0
WS-05,WS,3853126.723,288255.3129,116,112,40794.88,17.375,708811.04,22.55,22.1,5.75,0.0857,1.347,0,0,SAND,88,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
WS-06,WS,3853121.92,288255.2536,111,111,38687.94,76.125,2945119.433,19.5,24.2,3.44,0.1015,1.9395,0,0,MUD/SILT,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
WS-07,WS,3853110.934,288248.8165,59,29,5372.54,5.5,29548.97,37,26.4,8.2,0.027,1.3,0,0,MUD/SILT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-08,WS,3853120.652,288257.1543,128,120,48230.4,67.5,3255552,8.75,23.3,5.45,0.036,2.4655,0,0,SAND,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
WS-09,WS,3853113.259,288261.2565,52,53,8653.84,17.125,148197.01,34.5,22.1,7.8,0.1565,3.4525,0,0,ROCK,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WS-10,WS,3853111.567,288261.6745,91.5,61,17525.91,57.7,1011245.007,33.5,23,8,0.028,1.118,0,0,ROCK,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-11,WS,3853109.17,288260.9679,58,55,10016.6,13.875,138980.325,26,23.2,5.95,1.2375,0.04,0,0,SAND,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,126,0
WS-12,WS,3853108.844,288259.9054,67,63,13253.94,24.25,321408.045,28.5,26.4,7.25,0.037,1.2935,0,0,SM_STONE,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
WS-13,WS,3853106.025,288259.7117,201,152,95933.28,23.1,2216058.768,40.125,24.5,5.25,0.015,0.9965,0,0,SAND,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,1
WS-14,WS,3853108.828,288262.6519,244,163,124884.08,57.625,7196445.11,51.5,24.1,8.41,0.0175,1.38,0,0,LG_STONE,11,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WS-16,WS,3853107.84,288263.8964,67,61.5,12938.37,33.625,435052.6913,15.5,23.4,8.38,0.049,1.892,0,0,ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-17,WS,3853103.803,288262.6719,250,194,152290,33,5025570,18.625,24.4,7.33,0.0185,0.9645,0,0,MUD/SILT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-18,WS,3853104.487,288263.5058,35,33,3626.7,6.375,23120.2125,2.375,30.9,9.41,0.1035,4.944,0,0,MUD/SILT,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-19,WS,3853138.673,288255.497,71,42,9363.48,15.75,147474.81,15.5,28.7,4.67,0.02,2.066,0,0,ROCK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-20,WS,3853093.209,288256.5928,200,117,73476,18.625,1368490.5,12.5,32,9.91,0.037,1.2845,10,0,SAND,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-21,WS,3853101.48,288253.6735,195,105,64291.5,19.625,1261720.688,36,31,7.02,0.0505,1.6375,0,0,MUD/SILT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,279,2
WS-22,WS,3853095.968,288237.0938,112,57,20045.76,7.25,145331.76,20.75,28.8,11.23,0.0605,1.78,0,0,SAND,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WS-24,WS,3853110.73,288241.8804,141,94,41617.56,37.625,1565860.695,45,25.2,9.99,0.506,0.9085,0,0,MUD/SILT,14,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,152,1
WS-25,WS,3853117.431,288245.4425,52,42.5,6939.4,16.375,113632.675,15.875,28,8.01,0.093,1.0345,0,0,SAND,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
WS-26,WS,NA,NA,56.5,33,5854.53,13.575,79475.24475,37.75,23.7,7.88,0.0365,3.096,0,0,ROCK,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-27,WS,NA,NA,56,33.6,5908.224,24,141797.376,9,24.2,6.58,1.752,3.0805,0,0,SAND,4,0,0,0,0,0,0,0,0,0,0,0,0,55,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-28,WS,NA,NA,83.5,49,12847.31,25.5,327606.405,13.25,23.4,8.86,0.0495,1.3035,0,0,ROCK,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS-29,WS,NA,NA,37,33,3833.94,22.75,87222.135,8.25,21.2,9.33,0.007,1.3746,0,0,SM_STONE,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WS-30,WS,NA,NA,140,59,25936.4,23.875,619231.55,19.25,22.5,9.7,0.009,1.5965,0,0,ROCK,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
WW-01,WW,4147291.16,-9265778.464,115,34.5,12457.95,8.25,102778.0875,17.25,23.9,5.34,0.054,4.878,0,0,SAND,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
WW-02,WW,4147279.271,-9265779.757,31,21,2044.14,15.5,31684.17,13.75,22.6,0.05,0.0815,2.603666667,0,0,SM_STONE,36,0,0,0,0,0,0,0,0,0,0,0,0,5,115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW-03,WW,4147282.398,-9265780.798,44,29.5,1019.446816,11.125,11341.34583,15.375,23.2,5.25,0.0385,7.3045,0,0,SM_STONE,36,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW-08,WW,4147292.494,-9265778.464,82,57,3670.951016,14.625,53687.6586,13,29.7,8.22,0.059,3.2545,0,0,LG_STONE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW-11,WW,4147297.52,-9265782.442,56,61,2682.920126,40.375,108322.9001,13,26,7.04,0.0225,8.614,0,0,SM_STONE,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
WW-14,WW,4147293.187,-9265785.344,36.5,22,630.6747252,21.1,13307.2367,9.175,28.8,8.81,0.08,2.163,0,0,SM_STONE,32,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
WW-17,WW,4147287.17,-9265789.568,51,47,1882.599398,13.25,24944.44202,37.5,22.6,0.94,0.0415,10.505,0,0,MUD/SILT,94,0,0,0,0,0,0,0,0,0,0,0,0,14,83,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW-18,WW,4147286.932,-9265788.593,178,38,5312.433177,25.25,134138.9377,30.25,24.3,6.56,0.0495,5.5505,0,0,MUD/SILT,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
WW-21,WW,NA,NA,68.5,34,1829.192323,12.175,22270.41653,16.825,25.1,8.3,0.0465,5.409,0,0,ROCK,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW-22,WW,4147289.622,-9265792.883,56,45.5,2001.19452,68.7,137482.0635,28.375,26.1,8.28,0.0305,6.467,0,0,ROCK,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WW-27,WW,4147285.345,-9265796.306,141,57,6312.245039,19.025,120090.4619,16.5,23.2,5.37,0.418,3.989,10,0,SAND,96,0,0,0,0,0,0,0,0,0,0,0,0,5,501,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0
WW-29,WW,4147280.993,-9265790.876,136,38,4058.937708,15.5,62913.53448,7.5,25,2.84,0.0615,9.3215,0,0,ROCK,96,0,0,0,0,0,0,0,0,0,0,0,0,7,141,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
